id,customer_id,text,label,service,amount,currency,date,frequency
EML00393,CUST0246,Your payment of $7.60 for Microsoft 365 was received for the current period.,1,Microsoft 365,7.6,USD,2026-01-30,monthly
EML00394,CUST0297,Your payment of $65.97 for Adobe Creative Cloud was received for the current period.,1,Adobe Creative Cloud,65.97,USD,2026-05-27,monthly
EML00395,CUST0078,"Your PickMe transaction was completed for LKR 54,682.",0,PickMe,54682.0,LKR,2026-03-22,one-time
EML00396,CUST0168,"Payment received for Uber Eats order #813323: LKR 9,947.",0,Uber Eats,9947.0,LKR,2026-03-12,one-time
EML00397,CUST0243,"CEB billing notice: current amount payable is LKR 2,327.",0,CEB,2327.0,LKR,2026-05-29,monthly
EML00398,CUST0263,"Dialog account statement: LKR 6,441 payable for the current period.",0,Dialog,6441.0,LKR,2026-04-08,monthly
EML00399,CUST0022,"Your HNB transaction was completed for LKR 21,334.",0,HNB,21334.0,LKR,2026-05-11,one-time
EML00400,CUST0060,Your payment of $26.56 for Figma was received for the current period.,1,Figma,26.56,USD,2026-04-15,monthly
EML00401,CUST0210,"Uber transaction processed: LKR 53,791.",0,Uber,53791.0,LKR,2026-03-30,one-time
EML00402,CUST0064,Your Microsoft 365 account was charged $8.71. The current plan remains active.,1,Microsoft 365,8.71,USD,2026-02-10,monthly
EML00403,CUST0142,"BOC receipt: transaction amount LKR 53,379.",0,BOC,53379.0,LKR,2026-01-07,one-time
EML00404,CUST0042,Your payment of $11.61 for Spotify Premium was received for the current period.,1,Spotify Premium,11.61,USD,2026-02-05,monthly
EML00405,CUST0246,"Payment of LKR 6,721 is due for your Mobitel account for 21 Mar 2026.",0,Mobitel,6721.0,LKR,2026-03-21,monthly
EML00406,CUST0200,Billing confirmation for ChatGPT Plus: $20.00.,1,ChatGPT Plus,20.0,USD,2026-04-15,monthly
EML00407,CUST0041,Your Spotify Premium account was charged $7.52. The current plan remains active.,1,Spotify Premium,7.52,USD,2026-05-28,monthly
EML00408,CUST0268,"Your BOC transaction was completed for LKR 76,942.",0,BOC,76942.0,LKR,2026-04-28,one-time
EML00409,CUST0134,"SLT billing notice: current amount payable is LKR 5,986.",0,SLT,5986.0,LKR,2026-02-04,monthly
EML00410,CUST0098,Your Microsoft 365 account was charged $9.55. The current plan remains active.,1,Microsoft 365,9.55,USD,2026-05-08,monthly
EML00411,CUST0208,"NWSDB account statement: LKR 2,067 payable for the current period.",0,NWSDB,2067.0,LKR,2026-04-14,monthly
EML00412,CUST0026,"SLT account statement: LKR 5,696 payable for the current period.",0,SLT,5696.0,LKR,2026-07-09,monthly
EML00413,CUST0071,Payment of $20.00 was processed for your ChatGPT Plus plan. Next billing date: 16 Jan 2026.,1,ChatGPT Plus,20.0,USD,2026-01-16,monthly
EML00414,CUST0109,Your YouTube Premium account was charged $17.99. The current plan remains active.,1,YouTube Premium,17.99,USD,2026-05-28,monthly
EML00415,CUST0257,"Sampath Bank receipt: transaction amount LKR 24,856.",0,Sampath Bank,24856.0,LKR,2026-03-12,one-time
EML00416,CUST0067,"Dialog billing notice: current amount payable is LKR 7,134.",0,Dialog,7134.0,LKR,2026-01-09,monthly
EML00417,CUST0281,"LECO account statement: LKR 1,884 payable for the current period.",0,LECO,1884.0,LKR,2026-01-18,monthly
EML00418,CUST0292,"Dialog billing notice: current amount payable is LKR 6,030.",0,Dialog,6030.0,LKR,2026-01-26,monthly
EML00419,CUST0003,"NWSDB account statement: LKR 2,657 payable for the current period.",0,NWSDB,2657.0,LKR,2026-06-09,monthly
EML00420,CUST0099,"Payment of LKR 7,060 is due for your Dialog account for 22 Jun 2026.",0,Dialog,7060.0,LKR,2026-06-22,monthly
EML00421,CUST0282,Billing confirmation for Microsoft 365: $9.64.,1,Microsoft 365,9.64,USD,2026-04-27,monthly
EML00422,CUST0058,Payment of $49.90 was processed for your Adobe Creative Cloud plan. Next billing date: 09 Feb 2026.,1,Adobe Creative Cloud,49.9,USD,2026-02-09,monthly
EML00423,CUST0189,"Your PickMe transaction was completed for LKR 74,420.",0,PickMe,74420.0,LKR,2026-01-15,one-time
EML00424,CUST0141,"Your Dialog account has a balance of LKR 6,334.",0,Dialog,6334.0,LKR,2026-02-14,monthly
EML00425,CUST0076,Payment of $19.46 was processed for your Canva Pro plan. Next billing date: 02 Jun 2026.,1,Canva Pro,19.46,USD,2026-06-02,monthly
EML00426,CUST0199,"Your Uber Eats transaction was completed for LKR 78,292.",0,Uber Eats,78292.0,LKR,2026-02-03,one-time
EML00427,CUST0003,"Commercial Bank transaction processed: LKR 56,042.",0,Commercial Bank,56042.0,LKR,2026-08-14,one-time
EML00428,CUST0223,Your Apple Services account was charged $11.04. The current plan remains active.,1,Apple Services,11.04,USD,2026-04-21,monthly
EML00429,CUST0018,Billing confirmation for Spotify Premium: $11.98.,1,Spotify Premium,11.98,USD,2026-05-31,monthly
EML00430,CUST0048,"Commercial Bank transaction processed: LKR 24,240.",0,Commercial Bank,24240.0,LKR,2026-02-20,one-time
EML00431,CUST0068,Your payment of $19.10 for Apple Services was received for the current period.,1,Apple Services,19.1,USD,2026-02-17,monthly
EML00432,CUST0066,Payment of $18.54 was processed for your Canva Pro plan. Next billing date: 03 Jan 2026.,1,Canva Pro,18.54,USD,2026-01-03,monthly
EML00433,CUST0223,"Your SLT account has a balance of LKR 7,765.",0,SLT,7765.0,LKR,2026-02-17,monthly
EML00434,CUST0012,Payment of $7.04 was processed for your Microsoft 365 plan. Next billing date: 18 Feb 2026.,1,Microsoft 365,7.04,USD,2026-02-18,monthly
EML00435,CUST0170,"CEB account statement: LKR 9,978 payable for the current period.",0,CEB,9978.0,LKR,2026-03-19,monthly
EML00436,CUST0214,"Payment of LKR 2,396 is due for your NWSDB account for 04 Feb 2026.",0,NWSDB,2396.0,LKR,2026-02-04,monthly
EML00437,CUST0043,"SLT account statement: LKR 1,924 payable for the current period.",0,SLT,1924.0,LKR,2026-03-28,monthly
EML00438,CUST0277,Your payment of $19.13 for Figma was received for the current period.,1,Figma,19.13,USD,2026-04-19,monthly
EML00439,CUST0015,Your payment of $8.29 for Microsoft 365 was received for the current period.,1,Microsoft 365,8.29,USD,2026-02-21,monthly
EML00440,CUST0128,Your Temu transaction was completed for $105.27.,0,Temu,105.27,USD,2026-02-10,one-time
EML00441,CUST0162,Your payment of $10.63 for Apple Services was received for the current period.,1,Apple Services,10.63,USD,2026-03-04,monthly
EML00442,CUST0200,"Your Dialog account has a balance of LKR 6,570.",0,Dialog,6570.0,LKR,2026-04-11,monthly
EML00443,CUST0124,"Mobitel billing notice: current amount payable is LKR 2,813.",0,Mobitel,2813.0,LKR,2026-02-20,monthly
EML00444,CUST0168,"Your SLT account has a balance of LKR 1,784.",0,SLT,1784.0,LKR,2026-04-08,monthly
EML00445,CUST0133,"Your Commercial Bank transaction was completed for LKR 92,049.",0,Commercial Bank,92049.0,LKR,2026-06-07,one-time
EML00446,CUST0231,Payment of $18.54 was processed for your YouTube Premium plan. Next billing date: 24 Apr 2026.,1,YouTube Premium,18.54,USD,2026-04-24,monthly
EML00447,CUST0285,Your payment of $11.57 for Netflix was received for the current period.,1,Netflix,11.57,USD,2026-06-21,monthly
EML00448,CUST0140,Payment of $16.82 was processed for your YouTube Premium plan. Next billing date: 11 Mar 2026.,1,YouTube Premium,16.82,USD,2026-03-11,monthly
EML00449,CUST0206,Your payment of $16.68 for YouTube Premium was received for the current period.,1,YouTube Premium,16.68,USD,2026-03-03,monthly
EML00450,CUST0118,Billing confirmation for Canva Pro: $15.49.,1,Canva Pro,15.49,USD,2026-03-07,monthly
EML00451,CUST0292,"PickMe receipt: transaction amount LKR 57,726.",0,PickMe,57726.0,LKR,2026-08-16,one-time
EML00452,CUST0033,"Dialog billing notice: current amount payable is LKR 1,662.",0,Dialog,1662.0,LKR,2026-01-21,monthly
EML00453,CUST0205,Payment of $19.31 was processed for your Canva Pro plan. Next billing date: 05 May 2026.,1,Canva Pro,19.31,USD,2026-05-05,monthly
EML00454,CUST0002,"Uber transaction processed: LKR 15,599.",0,Uber,15599.0,LKR,2026-02-01,one-time
EML00455,CUST0230,"Your Commercial Bank transaction was completed for LKR 49,025.",0,Commercial Bank,49025.0,LKR,2026-06-17,one-time
EML00456,CUST0267,Billing confirmation for Spotify Premium: $9.08.,1,Spotify Premium,9.08,USD,2026-02-25,monthly
EML00457,CUST0043,"Payment received for Sampath Bank order #888358: LKR 10,196.",0,Sampath Bank,10196.0,LKR,2026-01-18,one-time
EML00458,CUST0106,Your Microsoft 365 account was charged $8.69. The current plan remains active.,1,Microsoft 365,8.69,USD,2026-01-15,monthly
EML00459,CUST0060,Your payment of $32.84 for Figma was received for the current period.,1,Figma,32.84,USD,2026-01-13,monthly
EML00460,CUST0037,"Your SLT account has a balance of LKR 1,712.",0,SLT,1712.0,LKR,2026-04-21,monthly
EML00461,CUST0170,"Commercial Bank transaction processed: LKR 11,163.",0,Commercial Bank,11163.0,LKR,2026-01-22,one-time
EML00462,CUST0223,"Your Sampath Bank transaction was completed for LKR 92,913.",0,Sampath Bank,92913.0,LKR,2026-06-01,one-time
EML00463,CUST0008,"Your PickMe transaction was completed for LKR 56,300.",0,PickMe,56300.0,LKR,2026-04-12,one-time
EML00464,CUST0177,"Your BOC transaction was completed for LKR 59,306.",0,BOC,59306.0,LKR,2026-04-29,one-time
EML00465,CUST0257,"Your Sampath Bank transaction was completed for LKR 15,618.",0,Sampath Bank,15618.0,LKR,2026-06-20,one-time
EML00466,CUST0060,Your ChatGPT Plus account was charged $20.00. The current plan remains active.,1,ChatGPT Plus,20.0,USD,2026-05-01,monthly
EML00467,CUST0224,"Dialog billing notice: current amount payable is LKR 7,318.",0,Dialog,7318.0,LKR,2026-02-19,monthly
EML00468,CUST0172,Your payment of $22.55 for Netflix was received for the current period.,1,Netflix,22.55,USD,2026-03-13,monthly
EML00469,CUST0256,Payment of $9.17 was processed for your Netflix plan. Next billing date: 08 Mar 2026.,1,Netflix,9.17,USD,2026-03-08,monthly
EML00470,CUST0213,Your Microsoft 365 account was charged $10.77. The current plan remains active.,1,Microsoft 365,10.77,USD,2026-04-01,monthly
EML00471,CUST0069,Billing confirmation for Adobe Creative Cloud: $44.64.,1,Adobe Creative Cloud,44.64,USD,2026-02-08,monthly
EML00472,CUST0224,Billing confirmation for YouTube Premium: $15.71.,1,YouTube Premium,15.71,USD,2026-03-26,monthly
EML00473,CUST0209,"Payment of LKR 6,404 is due for your Mobitel account for 10 Mar 2026.",0,Mobitel,6404.0,LKR,2026-03-10,monthly
EML00474,CUST0134,Your payment of $20.00 for ChatGPT Plus was received for the current period.,1,ChatGPT Plus,20.0,USD,2026-04-12,monthly
EML00475,CUST0057,"Your PickMe transaction was completed for LKR 33,734.",0,PickMe,33734.0,LKR,2026-01-15,one-time
EML00476,CUST0086,Billing confirmation for YouTube Premium: $18.64.,1,YouTube Premium,18.64,USD,2026-03-30,monthly
EML00477,CUST0174,"Payment received for Uber Eats order #823649: LKR 22,818.",0,Uber Eats,22818.0,LKR,2026-08-07,one-time
EML00478,CUST0280,"Commercial Bank receipt: transaction amount LKR 66,021.",0,Commercial Bank,66021.0,LKR,2026-07-09,one-time
EML00479,CUST0015,Your payment of $7.73 for Microsoft 365 was received for the current period.,1,Microsoft 365,7.73,USD,2026-03-20,monthly
EML00480,CUST0040,"PickMe transaction processed: LKR 27,271.",0,PickMe,27271.0,LKR,2026-02-27,one-time
EML00481,CUST0267,"Your Mobitel account has a balance of LKR 6,254.",0,Mobitel,6254.0,LKR,2026-06-20,monthly
EML00482,CUST0215,"CEB billing notice: current amount payable is LKR 7,641.",0,CEB,7641.0,LKR,2026-05-19,monthly
EML00483,CUST0147,"Dialog account statement: LKR 3,141 payable for the current period.",0,Dialog,3141.0,LKR,2026-01-07,monthly
EML00484,CUST0090,Your YouTube Premium account was charged $15.48. The current plan remains active.,1,YouTube Premium,15.48,USD,2026-02-10,monthly
EML00485,CUST0186,Your Apple Services account was charged $7.79. The current plan remains active.,1,Apple Services,7.79,USD,2026-01-14,monthly
EML00486,CUST0173,Billing confirmation for Microsoft 365: $11.12.,1,Microsoft 365,11.12,USD,2026-03-05,monthly
EML00487,CUST0166,Billing confirmation for Canva Pro: $16.95.,1,Canva Pro,16.95,USD,2026-06-25,monthly
EML00488,CUST0181,"Your Daraz transaction was completed for LKR 93,877.",0,Daraz,93877.0,LKR,2026-01-25,one-time
EML00489,CUST0139,"Payment received for Uber Eats order #256669: LKR 38,520.",0,Uber Eats,38520.0,LKR,2026-03-27,one-time
EML00490,CUST0256,Your Apple Services account was charged $16.50. The current plan remains active.,1,Apple Services,16.5,USD,2026-06-25,monthly
EML00491,CUST0018,"Your Mobitel account has a balance of LKR 3,634.",0,Mobitel,3634.0,LKR,2026-06-04,monthly
EML00492,CUST0055,Temu receipt: transaction amount $49.30.,0,Temu,49.3,USD,2026-06-18,one-time
EML00493,CUST0085,Payment of $14.79 was processed for your Figma plan. Next billing date: 11 May 2026.,1,Figma,14.79,USD,2026-05-11,monthly
EML00494,CUST0067,Billing confirmation for YouTube Premium: $16.28.,1,YouTube Premium,16.28,USD,2026-07-09,monthly
EML00495,CUST0033,Billing confirmation for Microsoft 365: $11.63.,1,Microsoft 365,11.63,USD,2026-01-26,monthly
EML00496,CUST0077,"Your PickMe transaction was completed for LKR 23,837.",0,PickMe,23837.0,LKR,2026-07-08,one-time
EML00497,CUST0029,Payment of $58.98 was processed for your Figma plan. Next billing date: 09 Apr 2026.,1,Figma,58.98,USD,2026-04-09,monthly
EML00498,CUST0224,Your payment of $13.44 for Apple Services was received for the current period.,1,Apple Services,13.44,USD,2026-01-30,monthly
EML00499,CUST0018,Your payment of $29.74 for Figma was received for the current period.,1,Figma,29.74,USD,2026-03-10,monthly
EML00500,CUST0237,Your payment of $30.98 for Figma was received for the current period.,1,Figma,30.98,USD,2026-03-27,monthly
EML00501,CUST0186,Your payment of $10.53 for Netflix was received for the current period.,1,Netflix,10.53,USD,2026-06-16,monthly
EML00502,CUST0144,Payment of $53.06 was processed for your Figma plan. Next billing date: 01 Mar 2026.,1,Figma,53.06,USD,2026-03-01,monthly
EML00503,CUST0038,Your payment of $14.23 for Figma was received for the current period.,1,Figma,14.23,USD,2026-03-01,monthly
EML00504,CUST0244,"Your Daraz transaction was completed for LKR 94,482.",0,Daraz,94482.0,LKR,2026-05-10,one-time
EML00505,CUST0223,"Payment of LKR 5,101 is due for your SLT account for 21 Jan 2026.",0,SLT,5101.0,LKR,2026-01-21,monthly
EML00506,CUST0279,Billing confirmation for Microsoft 365: $11.55.,1,Microsoft 365,11.55,USD,2026-02-13,monthly
EML00507,CUST0049,Payment of LKR 956 was processed for your Google Play plan. Next billing date: 12 Jan 2026.,1,Google Play,956.0,LKR,2026-01-12,weekly
EML00508,CUST0185,"Payment of LKR 7,917 is due for your Mobitel account for 08 Apr 2026.",0,Mobitel,7917.0,LKR,2026-04-08,monthly
EML00509,CUST0019,"Payment of LKR 4,565 is due for your NWSDB account for 11 May 2026.",0,NWSDB,4565.0,LKR,2026-05-11,monthly
EML00510,CUST0029,Your Figma account was charged $14.97. The current plan remains active.,1,Figma,14.97,USD,2026-03-10,monthly
EML00511,CUST0169,Payment of $20.00 was processed for your ChatGPT Plus plan. Next billing date: 12 Jan 2026.,1,ChatGPT Plus,20.0,USD,2026-01-12,monthly
EML00512,CUST0083,Your Apple Services account was charged $14.80. The current plan remains active.,1,Apple Services,14.8,USD,2026-03-08,monthly
EML00513,CUST0117,"Mobitel account statement: LKR 2,549 payable for the current period.",0,Mobitel,2549.0,LKR,2026-05-08,monthly
EML00514,CUST0013,Your Canva Pro account was charged $18.38. The current plan remains active.,1,Canva Pro,18.38,USD,2026-01-16,monthly
EML00515,CUST0094,Payment of $52.58 was processed for your Figma plan. Next billing date: 22 Jun 2026.,1,Figma,52.58,USD,2026-06-22,monthly
EML00516,CUST0266,"Your Sampath Bank transaction was completed for LKR 5,440.",0,Sampath Bank,5440.0,LKR,2026-06-28,one-time
EML00517,CUST0136,Billing confirmation for Canva Pro: $18.99.,1,Canva Pro,18.99,USD,2026-03-31,monthly
EML00518,CUST0119,"Sampath Bank transaction processed: LKR 19,873.",0,Sampath Bank,19873.0,LKR,2026-03-07,one-time
EML00519,CUST0075,Billing confirmation for Canva Pro: $19.50.,1,Canva Pro,19.5,USD,2026-02-21,monthly
EML00520,CUST0142,Payment of $11.62 was processed for your Google One plan. Next billing date: 15 Feb 2026.,1,Google One,11.62,USD,2026-02-15,monthly
EML00521,CUST0110,"Your CEB account has a balance of LKR 2,039.",0,CEB,2039.0,LKR,2026-04-12,monthly
EML00522,CUST0225,Your payment of $14.11 for YouTube Premium was received for the current period.,1,YouTube Premium,14.11,USD,2026-04-01,monthly
EML00523,CUST0172,Your ChatGPT Plus account was charged $20.00. The current plan remains active.,1,ChatGPT Plus,20.0,USD,2026-03-09,monthly
EML00524,CUST0281,"Daraz receipt: transaction amount LKR 16,889.",0,Daraz,16889.0,LKR,2026-08-25,one-time
EML00525,CUST0117,"Payment of LKR 7,427 is due for your Mobitel account for 08 Jul 2026.",0,Mobitel,7427.0,LKR,2026-07-08,monthly
EML00526,CUST0181,Your ChatGPT Plus account was charged $20.00. The current plan remains active.,1,ChatGPT Plus,20.0,USD,2026-04-06,monthly
EML00527,CUST0160,"Your Uber Eats transaction was completed for LKR 41,494.",0,Uber Eats,41494.0,LKR,2026-03-05,one-time
EML00528,CUST0222,"Payment received for Commercial Bank order #922950: LKR 60,689.",0,Commercial Bank,60689.0,LKR,2026-03-03,one-time
EML00529,CUST0008,Billing confirmation for Adobe Creative Cloud: $59.43.,1,Adobe Creative Cloud,59.43,USD,2026-03-22,monthly
EML00530,CUST0129,"Payment of LKR 7,702 is due for your Mobitel account for 07 May 2026.",0,Mobitel,7702.0,LKR,2026-05-07,monthly
EML00531,CUST0298,Payment of $10.45 was processed for your Spotify Premium plan. Next billing date: 19 Jun 2026.,1,Spotify Premium,10.45,USD,2026-06-19,monthly
EML00532,CUST0230,Your Adobe Creative Cloud account was charged $49.32. The current plan remains active.,1,Adobe Creative Cloud,49.32,USD,2026-02-28,monthly
EML00533,CUST0204,Your Canva Pro account was charged $14.29. The current plan remains active.,1,Canva Pro,14.29,USD,2026-04-19,monthly
EML00534,CUST0071,"HNB receipt: transaction amount LKR 50,723.",0,HNB,50723.0,LKR,2026-05-28,one-time
EML00535,CUST0161,"Payment received for BOC order #266752: LKR 91,831.",0,BOC,91831.0,LKR,2026-08-28,one-time
EML00536,CUST0180,"Dialog account statement: LKR 5,947 payable for the current period.",0,Dialog,5947.0,LKR,2026-03-13,monthly
EML00537,CUST0138,"Your NWSDB account has a balance of LKR 5,545.",0,NWSDB,5545.0,LKR,2026-02-06,monthly
EML00538,CUST0228,"Your HNB transaction was completed for LKR 94,705.",0,HNB,94705.0,LKR,2026-08-29,one-time
EML00539,CUST0062,Billing confirmation for Netflix: $9.63.,1,Netflix,9.63,USD,2026-01-23,monthly
EML00540,CUST0127,Your payment of $40.33 for Adobe Creative Cloud was received for the current period.,1,Adobe Creative Cloud,40.33,USD,2026-01-03,monthly
EML00541,CUST0088,Billing confirmation for ChatGPT Plus: $20.00.,1,ChatGPT Plus,20.0,USD,2026-04-08,monthly
EML00542,CUST0104,Billing confirmation for Spotify Premium: $10.25.,1,Spotify Premium,10.25,USD,2026-05-24,monthly
EML00543,CUST0118,"Sampath Bank transaction processed: LKR 30,061.",0,Sampath Bank,30061.0,LKR,2026-06-22,one-time
EML00544,CUST0049,Your YouTube Premium account was charged $15.16. The current plan remains active.,1,YouTube Premium,15.16,USD,2026-04-08,monthly
EML00545,CUST0096,Payment of $19.39 was processed for your Apple Services plan. Next billing date: 28 Mar 2026.,1,Apple Services,19.39,USD,2026-03-28,monthly
EML00546,CUST0236,Temu transaction processed: $76.53.,0,Temu,76.53,USD,2026-07-23,one-time
EML00547,CUST0039,"Your payment of LKR 53,278 for Google Play was received for the current period.",1,Google Play,53278.0,LKR,2026-01-24,weekly
EML00548,CUST0046,"Payment received for PickMe Food order #517870: LKR 34,834.",0,PickMe Food,34834.0,LKR,2026-04-23,one-time
EML00549,CUST0273,"CEB billing notice: current amount payable is LKR 9,366.",0,CEB,9366.0,LKR,2026-03-04,monthly
EML00550,CUST0126,Billing confirmation for Spotify Premium: $9.59.,1,Spotify Premium,9.59,USD,2026-05-07,monthly
EML00551,CUST0271,"Daraz receipt: transaction amount LKR 51,090.",0,Daraz,51090.0,LKR,2026-07-28,one-time
EML00552,CUST0175,"Your PickMe transaction was completed for LKR 48,095.",0,PickMe,48095.0,LKR,2026-04-28,one-time
EML00553,CUST0247,"BOC receipt: transaction amount LKR 39,732.",0,BOC,39732.0,LKR,2026-05-29,one-time
EML00554,CUST0051,"Payment of LKR 8,211 is due for your LECO account for 23 Mar 2026.",0,LECO,8211.0,LKR,2026-03-23,monthly
EML00555,CUST0006,Payment of $8.08 was processed for your Netflix plan. Next billing date: 05 Apr 2026.,1,Netflix,8.08,USD,2026-04-05,monthly
EML00556,CUST0099,"Your Mobitel account has a balance of LKR 7,534.",0,Mobitel,7534.0,LKR,2026-05-24,monthly
EML00557,CUST0007,"Daraz transaction processed: LKR 66,221.",0,Daraz,66221.0,LKR,2026-06-20,one-time
EML00558,CUST0291,Payment of $14.60 was processed for your Google One plan. Next billing date: 30 Jan 2026.,1,Google One,14.6,USD,2026-01-30,monthly
EML00559,CUST0120,"NWSDB account statement: LKR 1,375 payable for the current period.",0,NWSDB,1375.0,LKR,2026-02-19,monthly
EML00560,CUST0081,"Payment received for Uber order #407070: LKR 46,153.",0,Uber,46153.0,LKR,2026-03-22,one-time
EML00561,CUST0221,Payment of $34.86 was processed for your Adobe Creative Cloud plan. Next billing date: 15 Feb 2026.,1,Adobe Creative Cloud,34.86,USD,2026-02-15,monthly
EML00562,CUST0051,"Payment received for HNB order #762751: LKR 34,678.",0,HNB,34678.0,LKR,2026-01-27,one-time
EML00563,CUST0063,Your payment of $17.66 for Netflix was received for the current period.,1,Netflix,17.66,USD,2026-02-08,monthly
EML00564,CUST0234,Your Microsoft 365 account was charged $12.10. The current plan remains active.,1,Microsoft 365,12.1,USD,2026-01-06,monthly
EML00565,CUST0131,"Billing confirmation for Google Play: LKR 90,638.",1,Google Play,90638.0,LKR,2026-02-02,weekly
EML00566,CUST0154,"Dialog account statement: LKR 7,442 payable for the current period.",0,Dialog,7442.0,LKR,2026-01-07,monthly
EML00567,CUST0175,"Dialog billing notice: current amount payable is LKR 6,709.",0,Dialog,6709.0,LKR,2026-02-12,monthly
EML00568,CUST0018,Your payment of $6.76 for Spotify Premium was received for the current period.,1,Spotify Premium,6.76,USD,2026-03-29,monthly
EML00569,CUST0296,"Payment of LKR 5,643 is due for your SLT account for 20 Jun 2026.",0,SLT,5643.0,LKR,2026-06-20,monthly
EML00570,CUST0156,"Payment received for Daraz order #760392: LKR 62,121.",0,Daraz,62121.0,LKR,2026-05-09,one-time
EML00571,CUST0199,Your Google One account was charged $11.83. The current plan remains active.,1,Google One,11.83,USD,2026-02-09,monthly
EML00572,CUST0206,Billing confirmation for Spotify Premium: $7.95.,1,Spotify Premium,7.95,USD,2026-05-24,monthly
EML00573,CUST0081,Payment of $15.29 was processed for your YouTube Premium plan. Next billing date: 20 Jun 2026.,1,YouTube Premium,15.29,USD,2026-06-20,monthly
EML00574,CUST0255,Your Apple Services account was charged $17.24. The current plan remains active.,1,Apple Services,17.24,USD,2026-05-14,monthly
EML00575,CUST0196,"Uber transaction processed: LKR 21,478.",0,Uber,21478.0,LKR,2026-05-07,one-time
EML00576,CUST0151,"Payment of LKR 2,139 is due for your LECO account for 01 Apr 2026.",0,LECO,2139.0,LKR,2026-04-01,monthly
EML00577,CUST0122,Payment of $15.26 was processed for your Canva Pro plan. Next billing date: 18 Mar 2026.,1,Canva Pro,15.26,USD,2026-03-18,monthly
EML00578,CUST0114,"Payment of LKR 5,165 is due for your SLT account for 02 Feb 2026.",0,SLT,5165.0,LKR,2026-02-02,monthly
EML00579,CUST0239,Your payment of $7.94 for Spotify Premium was received for the current period.,1,Spotify Premium,7.94,USD,2026-01-30,monthly
EML00580,CUST0103,"Uber Eats transaction processed: LKR 1,558.",0,Uber Eats,1558.0,LKR,2026-03-13,one-time
EML00581,CUST0006,Billing confirmation for Microsoft 365: $8.59.,1,Microsoft 365,8.59,USD,2026-06-10,monthly
EML00582,CUST0216,"Uber receipt: transaction amount LKR 87,536.",0,Uber,87536.0,LKR,2026-06-01,one-time
EML00583,CUST0138,Billing confirmation for Netflix: $14.83.,1,Netflix,14.83,USD,2026-01-14,monthly
EML00584,CUST0266,"Your SLT account has a balance of LKR 8,314.",0,SLT,8314.0,LKR,2026-06-01,monthly
EML00585,CUST0117,"Sampath Bank transaction processed: LKR 19,041.",0,Sampath Bank,19041.0,LKR,2026-03-17,one-time
EML00586,CUST0274,"Payment of LKR 8,686 was processed for your Google Play plan. Next billing date: 02 Mar 2026.",1,Google Play,8686.0,LKR,2026-03-02,weekly
EML00587,CUST0165,Billing confirmation for YouTube Premium: $16.22.,1,YouTube Premium,16.22,USD,2026-03-10,monthly
EML00588,CUST0248,Your Microsoft 365 account was charged $8.83. The current plan remains active.,1,Microsoft 365,8.83,USD,2026-06-28,monthly
EML00589,CUST0073,"PickMe transaction processed: LKR 29,130.",0,PickMe,29130.0,LKR,2026-08-29,one-time
EML00590,CUST0123,"Uber receipt: transaction amount LKR 53,159.",0,Uber,53159.0,LKR,2026-02-10,one-time
EML00591,CUST0276,"Payment of LKR 5,879 is due for your Dialog account for 30 May 2026.",0,Dialog,5879.0,LKR,2026-05-30,monthly
EML00592,CUST0006,"LECO account statement: LKR 9,651 payable for the current period.",0,LECO,9651.0,LKR,2026-03-20,monthly
EML00593,CUST0278,"BOC transaction processed: LKR 64,279.",0,BOC,64279.0,LKR,2026-08-06,one-time
EML00594,CUST0139,"Your Uber Eats transaction was completed for LKR 87,407.",0,Uber Eats,87407.0,LKR,2026-06-29,one-time
EML00595,CUST0222,Your payment of $29.05 for Figma was received for the current period.,1,Figma,29.05,USD,2026-04-30,monthly
EML00596,CUST0110,"Payment received for Uber order #831922: LKR 45,654.",0,Uber,45654.0,LKR,2026-08-14,one-time
EML00597,CUST0001,Billing confirmation for ChatGPT Plus: $20.00.,1,ChatGPT Plus,20.0,USD,2026-03-03,monthly
EML00598,CUST0172,Payment of $20.00 was processed for your ChatGPT Plus plan. Next billing date: 09 Jun 2026.,1,ChatGPT Plus,20.0,USD,2026-06-09,monthly
EML00599,CUST0173,"PickMe Food transaction processed: LKR 5,854.",0,PickMe Food,5854.0,LKR,2026-06-25,one-time
EML00600,CUST0053,Billing confirmation for YouTube Premium: $18.32.,1,YouTube Premium,18.32,USD,2026-03-16,monthly
EML00601,CUST0273,Your Adobe Creative Cloud account was charged $41.17. The current plan remains active.,1,Adobe Creative Cloud,41.17,USD,2026-05-19,monthly
EML00602,CUST0233,"Payment received for PickMe order #677700: LKR 27,349.",0,PickMe,27349.0,LKR,2026-02-13,one-time
EML00603,CUST0261,"NWSDB account statement: LKR 4,319 payable for the current period.",0,NWSDB,4319.0,LKR,2026-03-21,monthly
EML00604,CUST0184,"NWSDB account statement: LKR 3,257 payable for the current period.",0,NWSDB,3257.0,LKR,2026-05-12,monthly
EML00605,CUST0039,"Your Uber Eats transaction was completed for LKR 34,853.",0,Uber Eats,34853.0,LKR,2026-07-04,one-time
EML00606,CUST0158,Your payment of $3.89 for Google One was received for the current period.,1,Google One,3.89,USD,2026-01-30,monthly
EML00607,CUST0042,"BOC transaction processed: LKR 85,788.",0,BOC,85788.0,LKR,2026-03-20,one-time
EML00608,CUST0120,"Uber Eats transaction processed: LKR 96,631.",0,Uber Eats,96631.0,LKR,2026-01-25,one-time
